subj	task_num	task	trial_num	scene	obj	timeout	rt
25	1	Search	1	Office B	Sandwich	0	1.9800387993454933
25	1	Search	2	Bedroom B	Drinking bottle	0	1.9952932000160217
25	1	Search	3	Bathroom B	Plunger	0	3.9303606003522873
25	1	Search	4	Kitchen A	Spatula	0	2.3459297996014357
25	1	Search	5	Kitchen A	Bread	0	1.3574864994734526
25	1	Search	6	Kitchen A	Paper towels	0	2.013603599742055
25	1	Search	7	Office B	Computer screen	0	1.267386100254953
25	1	Search	8	Bedroom B	Headphones	0	6.651241100393236
25	1	Search	9	Bathroom B	Deodorant spray	0	5.327048799954355
25	1	Search	10	Bathroom B	Laundry basket	0	2.270045199431479
25	1	Search	11	Living room A	Tablet computer	0	1.5401216996833682
25	1	Search	12	Kitchen A	Cheese grater	0	4.102180499583483
25	1	Search	13	Office B	CD	0	3.1079516001045704
25	1	Search	14	Living room A	Nachos	0	1.4025867003947496
25	1	Search	15	Living room A	Television	0	0.805664399638772
25	1	Search	16	Bedroom B	Trophy	0	0.8022027993574739
25	1	Search	17	Kitchen A	Dish rack	0	5.75823889952153
25	1	Search	18	Bathroom B	Hairbrush	0	5.588029999285936
25	1	Search	19	Living room A	Remote control	0	0.7006211997941136
25	1	Search	20	Living room A	Fan	0	2.3380992002785206
25	1	Search	21	Kitchen A	Sponge	0	2.433696400374174
25	1	Search	22	Bedroom B	Football	0	1.9813067000359297
25	1	Search	23	Living room A	Loudspeaker	0	1.1791269006207585
25	1	Search	24	Bedroom B	Horseshoe	0	1.9639624999836087
25	1	Search	25	Kitchen A	Pizza leftovers	0	0.7544719008728862
25	1	Search	26	Bedroom B	Baseball bat	0	2.3957775002345443
25	1	Search	27	Bathroom B	Curling iron	0	3.852127400226891
25	1	Search	28	Office B	Multi socket	0	1.2867088001221418
25	1	Search	29	Bathroom B	Manicure set	0	2.804101100191474
25	1	Search	30	Bathroom B	Towel stack	0	0.8978869998827577
25	1	Search	31	Bedroom B	Dustpan	0	7.546712899580598
25	1	Search	32	Bathroom B	Razor	0	1.0198820000514388
25	1	Search	33	Kitchen A	Pan	0	1.7025231001898646
25	1	Search	34	Bathroom B	Pills	0	4.835953299887478
25	1	Search	35	Office B	Ruler	0	1.7793869003653526
25	1	Search	36	Living room A	Vases	0	3.0401018001139164
25	1	Search	37	Office B	Parcel	0	1.049321400001645
25	1	Search	38	Office B	Paper racks	0	5.082820300012827
