subj	task_num	task	trial_num	scene	obj	obj_type	conf	rk_judg	rt_conf	rt_rkj
1	1	Search	1	Kitchen	Champagne	New (Lure)	3	New	3.695415800437331	n/a
1	1	Search	2	Kitchen	Jugs	New (Lure)	3	New	1.1545274001546204	n/a
1	1	Search	3	Bathroom	Room spray	New (Lure)	3	New	2.514838700182736	n/a
1	1	Search	4	Bathroom	Trashcan	New (Lure)	3	New	1.9078326001763344	n/a
1	1	Search	5	Bathroom B	Plunger	Target	6	Remember	0.8978176000528038	2.3039187998510897
1	1	Search	6	Living room	Piece of cake	New (Lure)	1	New	0.7897532000206411	n/a
1	1	Search	7	Kitchen B	Cutlery	Distractor	2	New	0.5433307001367211	n/a
1	1	Search	8	Kitchen B	Toaster	Distractor	6	Know	1.441319600213319	1.903815799858421
1	1	Search	9	Bedroom	Playmat	New (Lure)	1	New	0.8843761002644897	n/a
1	1	Search	10	Kitchen	Cutting board	New (Lure)	3	New	0.7065196000039577	n/a
1	1	Search	11	Bathroom B	Soap dispenser	Target	6	Remember	0.5323405000381172	1.2958909003064036
1	1	Search	12	Kitchen	Kitchen tools	New (Lure)	1	New	0.5482657998800278	n/a
1	1	Search	13	Bathroom	Cleaning agent	New (Lure)	1	New	0.4282696000300348	n/a
1	1	Search	14	Bedroom B	Horseshoe	Target	6	Remember	0.5226524001918733	1.5999230998568237
1	1	Search	15	Living room B	Lavalamp	Distractor	6	Remember	0.5565863996744156	0.6079914998263121
1	1	Search	16	Kitchen B	Pepper mill	Target	6	Remember	0.6869064001366496	0.5278874998912215
1	1	Search	17	Bathroom	Shaving mirror	New (Lure)	1	New	0.4905126001685858	n/a
1	1	Search	18	Bedroom B	Trophy	Target	6	Remember	0.34357779985293746	0.5119201000779867
1	1	Search	19	Bedroom B	Drinking bottle	Target	1	New	0.606192400213331	n/a
1	1	Search	20	Office	Cell phone	New (Lure)	1	New	0.4428287004120648	n/a
1	1	Search	21	Living room B	Mug	Target	6	Remember	0.3495528995990753	0.41585850017145276
1	1	Search	22	Office	Air conditioner	New (Lure)	3	New	0.6729238000698388	n/a
1	1	Search	23	Kitchen	Ginger	New (Lure)	2	New	0.466117300093174	n/a
1	1	Search	24	Office B	Computer mouse	Distractor	5	Know	0.3646135004237294	3.2959512998349965
