subj	task_num	task	trial_num	scene	obj	timeout	rt
24	1	Memorization	1	Living room B	Cactus	n/a	0.5532262077260655
24	1	Memorization	2	Bedroom A	Pillow	n/a	0.86740590283291
24	1	Memorization	3	Kitchen B	Pots	n/a	0.5940973875557806
24	1	Memorization	4	Bedroom A	Clothes hanger	n/a	0.6380544501816112
24	1	Memorization	5	Bathroom A	Toothpaste	n/a	0.8840746476747582
24	1	Memorization	6	Bathroom A	Rubber duck	n/a	1.1302402925819028
24	1	Memorization	7	Bedroom A	Handbag	n/a	1.263475020484691
24	1	Memorization	8	Bedroom A	Lamp	n/a	1.099015444806068
24	1	Memorization	9	Bathroom A	Slippers	n/a	0.7792104441627097
24	1	Memorization	10	Bathroom A	Soap bar	n/a	1.1799858415013602
24	1	Memorization	11	Kitchen B	Soup	n/a	1.490368794184448
24	1	Memorization	12	Bathroom A	Hair dryer	n/a	1.3625029165278617
24	1	Memorization	13	Kitchen B	Pepper mill	n/a	1.3060109420640063
24	1	Memorization	14	Office B	Paper racks	n/a	0.9794003491875011
24	1	Memorization	15	Office B	Computer screen	n/a	0.7681029540382969
24	1	Memorization	16	Living room B	Laptop	n/a	1.0569294021414937
24	1	Memorization	17	Bedroom A	Sunglasses	n/a	0.704507443655035
24	1	Memorization	18	Kitchen B	Kitchen herbs	n/a	1.1842822334131602
24	1	Memorization	19	Bedroom A	Hand fan	n/a	0.7443280654314772
24	1	Memorization	20	Bathroom A	Comb	n/a	0.7446861184683295
24	1	Memorization	21	Kitchen B	Broom	n/a	1.27197385879999
24	1	Memorization	22	Office B	Ruler	n/a	0.9908026962016979
24	1	Memorization	23	Bedroom A	Basketball	n/a	0.5181585635186134
24	1	Memorization	24	Office B	CD	n/a	1.2119778412575783
24	1	Memorization	25	Bathroom A	Toilet brush	n/a	0.7854422653187588
24	1	Memorization	26	Bedroom A	Poster	n/a	0.6396086295210043
24	1	Memorization	27	Living room B	Candle	n/a	1.1747184101385453
