subj	task_num	task	trial_num	scene	obj	timeout	rt
14	1	Memorization	1	Bedroom A	Poster	n/a	0.7453926614008991
14	1	Memorization	2	Living room A	Books	n/a	0.7953290127578823
14	1	Memorization	3	Kitchen B	Microwave	n/a	0.7566113050935941
14	1	Memorization	4	Bedroom A	Hand fan	n/a	0.8527533682696523
14	1	Memorization	5	Office B	Sandwich	n/a	1.3656597012227787
14	1	Memorization	6	Bathroom A	Toothbrushes	n/a	1.1264599159064494
14	1	Memorization	7	Living room A	Loudspeaker	n/a	0.675749033988525
14	1	Memorization	8	Kitchen B	Coffee maker	n/a	0.6705433601691728
14	1	Memorization	9	Kitchen B	Pots	n/a	1.2899959346843954
14	1	Memorization	10	Bathroom A	Toilet brush	n/a	1.292989242000191
14	1	Memorization	11	Office B	Paper racks	n/a	0.6490436287920661
14	1	Memorization	12	Living room A	Pot plant	n/a	1.286637927566264
14	1	Memorization	13	Office B	Parcel	n/a	0.9654492233238566
14	1	Memorization	14	Bathroom A	Toothpaste	n/a	0.8066643450504162
14	1	Memorization	15	Living room A	Vases	n/a	0.8846266597336976
14	1	Memorization	16	Office B	Globe	n/a	0.5668170815980565
14	1	Memorization	17	Bathroom A	Slippers	n/a	0.7761780915100103
14	1	Memorization	18	Bedroom A	Lipstick	n/a	1.2748211545726051
14	1	Memorization	19	Living room A	Remote control	n/a	0.8834364751327005
14	1	Memorization	20	Bathroom A	Toilet paper	n/a	0.6019289537314794
14	1	Memorization	21	Kitchen B	Turkey	n/a	1.4943247759045324
14	1	Memorization	22	Living room A	Nachos	n/a	1.25688808272675
14	1	Memorization	23	Kitchen B	Corkscrew	n/a	0.7120498623767052
14	1	Memorization	24	Bedroom A	Handbag	n/a	1.0640200435819702
14	1	Memorization	25	Bedroom A	Sunglasses	n/a	1.1285898758662838
14	1	Memorization	26	Bedroom A	Alarm clock	n/a	0.9037581083231899
14	1	Memorization	27	Bedroom A	Lamp	n/a	1.0675774180382347
14	1	Memorization	28	Office B	Keyboard	n/a	0.9349588801510779
14	1	Memorization	29	Office B	CD	n/a	0.6328641411558644
14	1	Memorization	30	Kitchen B	Soup	n/a	0.8302684901436651
14	1	Memorization	31	Bathroom A	Comb	n/a	0.6245783835693652
14	1	Memorization	32	Kitchen B	Buns	n/a	1.191417007409635
14	1	Memorization	33	Bathroom A	Shampoo	n/a	1.2186800581260138
14	1	Memorization	34	Bedroom A	Pillow	n/a	1.0042934676851232
14	1	Memorization	35	Office B	Printer	n/a	0.9630490675511075
14	1	Memorization	36	Bedroom A	Clothes hanger	n/a	0.5311990018489204
14	1	Memorization	37	Kitchen B	Pepper mill	n/a	0.7199845761891204
14	1	Memorization	38	Bedroom A	Basketball	n/a	0.8007714063903356
14	1	Memorization	39	Kitchen B	Kitchen herbs	n/a	1.3412868566623797
14	1	Memorization	40	Bathroom A	Soap bar	n/a	1.4458393486606278
14	1	Memorization	41	Living room A	Aquarium	n/a	1.43972200208236
14	1	Memorization	42	Office B	Computer screen	n/a	0.7301163037219494
14	1	Memorization	43	Living room A	Fan	n/a	1.464964039332557
14	1	Memorization	44	Bathroom A	Rubber duck	n/a	1.4975158318028643
14	1	Memorization	45	Kitchen B	Broom	n/a	0.5609965795580367
14	1	Memorization	46	Living room A	Tablet computer	n/a	1.3362859991347777
14	1	Memorization	47	Living room A	Television	n/a	0.6720313682745854
14	1	Memorization	48	Bathroom A	Hair dryer	n/a	1.4369759221937355
14	1	Memorization	49	Office B	Ruler	n/a	0.7960806349867047
14	1	Memorization	50	Office B	Multi socket	n/a	1.3713539640068588
14	2	Search	1	Bathroom B	Hairbrush	0	2.2852585001382977
14	2	Search	2	Office A	Calculator	0	1.0052092000842094
14	2	Search	3	Bathroom B	Plunger	0	0.8607032999861985
14	2	Search	4	Living room B	Radio	0	2.636097100097686
14	2	Search	5	Bathroom B	Laundry basket	0	0.919903100002557
14	2	Search	6	Office A	Encyclopedia	0	3.3556788999121636
14	2	Search	7	Bedroom B	Headphones	0	2.693330599926412
14	2	Search	8	Office A	Tape dispenser	0	3.2784947000909597
14	2	Search	9	Bedroom B	Cereal	0	1.100598999997601
14	2	Search	10	Bedroom B	Dartboard	0	0.8605984998866916
14	2	Search	11	Office A	Scissors	0	2.387582200113684
14	2	Search	12	Kitchen A	Pizza leftovers	0	0.8437000999692827
14	2	Search	13	Living room B	Record player	0	1.220481500029564
14	2	Search	14	Office A	Donuts	0	0.8124289000406861
14	2	Search	15	Office A	Hole puncher	0	1.268144200090319
14	2	Search	16	Living room B	Laptop	0	1.4333903999067843
14	2	Search	17	Living room B	Wall clock	0	0.7735164000187069
14	2	Search	18	Living room B	Cactus	0	1.046409900067374
14	2	Search	19	Bathroom B	Pills	0	4.6194050998892635
14	2	Search	20	Bedroom B	Trophy	0	1.4768142998218536
14	2	Search	21	Kitchen A	Spatula	0	1.588475099997595
14	2	Search	22	Office A	Newspaper	0	1.180344499880448
14	2	Search	23	Bedroom B	Baseball bat	0	5.940193899907172
14	2	Search	24	Bedroom B	Drinking bottle	0	0.8610467000398785
14	2	Search	25	Living room B	Flowers	0	0.9877233000006527
14	2	Search	26	Bedroom B	Horseshoe	0	0.7642675000242889
14	2	Search	27	Living room B	Candle	0	3.3427371999714524
14	2	Search	28	Bathroom B	Manicure set	0	0.6896329999435693
14	2	Search	29	Bathroom B	Razor	0	0.740797100123018
14	2	Search	30	Kitchen A	Cheese grater	0	2.133220399962738
14	2	Search	31	Living room B	Cigarettes	0	0.9471770999953151
14	2	Search	32	Bathroom B	Towel stack	0	1.7871236999053508
14	2	Search	33	Kitchen A	Dish rack	0	1.3399837999604642
14	2	Search	34	Bedroom B	Football	0	1.4929471001960337
14	2	Search	35	Bathroom B	Soap dispenser	0	0.7196750999428332
14	2	Search	36	Kitchen A	Paper towels	0	1.0535735001321882
14	2	Search	37	Bathroom B	Curling iron	0	2.438794899964705
14	2	Search	38	Kitchen A	Travel mug	0	1.843023099936545
14	2	Search	39	Office A	Calendar	0	2.750119300093502
14	2	Search	40	Kitchen A	Baby bottles	0	2.2296915999613702
14	2	Search	41	Bedroom B	Dustpan	0	3.504222000017762
14	2	Search	42	Bathroom B	Deodorant spray	0	5.225574499927461
14	2	Search	43	Living room B	Mug	0	1.8336851000785828
14	2	Search	44	Kitchen A	Pan	0	1.845986400032416
14	2	Search	45	Office A	Telephone	0	2.560410700039938
14	2	Search	46	Office A	Candy bar	0	1.2375236998777837
14	2	Search	47	Kitchen A	Bread	0	0.8085620999336243
14	2	Search	48	Kitchen A	Sponge	0	2.198514100164175
14	2	Search	49	Living room B	Painting	0	0.8059595997910947
14	2	Search	50	Bedroom B	Camera	0	2.3644118001684546
